J_caha CAHA_Omega2000.J.dat VegaB=0.0 CAHA O2K J-band
H_caha CAHA_Omega2000.H.dat VegaB=0.0 CAHA O2K H-band
K_caha CAHA_Omega2000.Ks.dat VegaB=0.0 CAHA O2K Ks-band
