J_ntt LaSilla_SOFI.J.dat VegaB=0.0 NTT SOFI J-band
H_ntt LaSilla_SOFI.H.dat VegaB=0.0 NTT SOFI H-band
Ks_ntt LaSilla_SOFI.Ks.dat VegaB=0.0 NTT SOFI Ks-band
