H_cmo F047HMKO.dat VegaB=0.0 CMO XXX H-band
J_cmo F040JMKO.dat VegaB=0.0 CMO XXX J-band
K_cmo F051KSMK.dat VegaB=0.0 CMO XXX Ks-band
