3795	0.00309
3800	0.003034
3805	0.003014
3810	0.002911
3815	0.003143
3820	0.00312
3825	0.0031
3830	0.003107
3835	0.003084
3840	0.003255
3845	0.003039
3850	0.003274
3855	0.003085
3860	0.003034
3865	0.003154
3870	0.003336
3875	0.003392
3880	0.003431
3885	0.003133
3890	0.003373
3895	0.003425
3900	0.003241
3905	0.003351
3910	0.003377
3915	0.003445
3920	0.0034
3925	0.003414
3930	0.003391
3935	0.003405
3940	0.003402
3945	0.003489
3950	0.003531
3955	0.003336
3960	0.003496
3965	0.003674
3970	0.003499
3975	0.003431
3980	0.00353
3985	0.003318
3990	0.00343
3995	0.003638
4000	0.003373
4005	0.003651
4010	0.003277
4015	0.003467
4020	0.003378
4025	0.003578
4030	0.003391
4035	0.003555
4040	0.003624
4045	0.00351
4050	0.003568
4055	0.00362
4060	0.003603
4065	0.003595
4070	0.00349
4075	0.003617
4080	0.003391
4085	0.003744
4090	0.003547
4095	0.003777
4100	0.003492
4105	0.00374
4110	0.003782
4115	0.003599
4120	0.003567
4125	0.003551
4130	0.003689
4135	0.003537
4140	0.00369
4145	0.003645
4150	0.003726
4155	0.003902
4160	0.003592
4165	0.003755
4170	0.003791
4175	0.003688
4180	0.003814
4185	0.003721
4190	0.003794
4195	0.003738
4200	0.003746
4205	0.003788
4210	0.003822
4215	0.003857
4220	0.00385
4225	0.003766
4230	0.003839
4235	0.003889
4240	0.003854
4245	0.003788
4250	0.003788
4255	0.003973
4260	0.003925
4265	0.00396
4270	0.003898
4275	0.003975
4280	0.004003
4285	0.003991
4290	0.004057
4295	0.003973
4300	0.004013
4305	0.004088
4310	0.004088
4315	0.004056
4320	0.004084
4325	0.004087
4330	0.004063
4335	0.004066
4340	0.004196
4345	0.004212
4350	0.004126
4355	0.004129
4360	0.004074
4365	0.004224
4370	0.004112
4375	0.004166
4380	0.004182
4385	0.004165
4390	0.004315
4395	0.004207
4400	0.004119
4405	0.004385
4410	0.004361
4415	0.004198
4420	0.004269
4425	0.004183
4430	0.004101
4435	0.004275
4440	0.00421
4445	0.004229
4450	0.004336
4455	0.004299
4460	0.004326
4465	0.004269
4470	0.004251
4475	0.004458
4480	0.004379
4485	0.004317
4490	0.004352
4495	0.004407
4500	0.004392
4505	0.004423
4510	0.004358
4515	0.004384
4520	0.00443
4525	0.00446
4530	0.0044
4535	0.004517
4540	0.004418
4545	0.004416
4550	0.004405
4555	0.004401
4560	0.004445
4565	0.004435
4570	0.004475
4575	0.004452
4580	0.004411
4585	0.004469
4590	0.004414
4595	0.004369
4600	0.004419
4605	0.004351
4610	0.004499
4615	0.004472
4620	0.004393
4625	0.004459
4630	0.004303
4635	0.004345
4640	0.004384
4645	0.004313
4650	0.004311
4655	0.004217
4660	0.004318
4665	0.004355
4670	0.004259
4675	0.004399
4680	0.004439
4685	0.004254
4690	0.00439
4695	0.004468
4700	0.00453
4705	0.004912
4710	0.005354
4715	0.006376
4720	0.00773
4725	0.01024
4730	0.01405
4735	0.02024
4740	0.02997
4745	0.04478
4750	0.0672
4755	0.09965
4760	0.1468
4765	0.2127
4770	0.303
4775	0.426
4780	0.5874
4785	0.7996
4790	1.079
4795	1.416
4800	1.846
4805	2.347
4810	2.958
4815	3.682
4820	4.5
4825	5.458
4830	6.509
4835	7.697
4840	9.009
4845	10.4
4850	11.94
4855	13.59
4860	15.31
4865	17.13
4870	19.01
4875	20.95
4880	22.99
4885	24.99
4890	27.08
4895	29.19
4900	31.26
4905	33.36
4910	35.47
4915	37.51
4920	39.61
4925	41.58
4930	43.51
4935	45.43
4940	47.29
4945	49.15
4950	50.91
4955	52.59
4960	54.25
4965	55.85
4970	57.4
4975	58.86
4980	60.28
4985	61.68
4990	62.99
4995	64.21
5000	65.44
5005	66.57
5010	67.66
5015	68.71
5020	69.65
5025	70.66
5030	71.49
5035	72.35
5040	73.15
5045	73.97
5050	74.7
5055	75.42
5060	76.08
5065	76.71
5070	77.31
5075	77.83
5080	78.39
5085	78.92
5090	79.39
5095	79.85
5100	80.26
5105	80.71
5110	81.09
5115	81.48
5120	81.86
5125	82.14
5130	82.4
5135	82.69
5140	83.01
5145	83.24
5150	83.47
5155	83.74
5160	83.93
5165	84.11
5170	84.26
5175	84.49
5180	84.6
5185	84.75
5190	84.89
5195	84.95
5200	85.05
5205	85.14
5210	85.26
5215	85.35
5220	85.36
5225	85.44
5230	85.47
5235	85.48
5240	85.51
5245	85.57
5250	85.53
5255	85.53
5260	85.48
5265	85.47
5270	85.39
5275	85.34
5280	85.34
5285	85.32
5290	85.23
5295	85.2
5300	85.12
5305	85.08
5310	84.94
5315	84.82
5320	84.74
5325	84.63
5330	84.45
5335	84.35
5340	84.25
5345	84.11
5350	83.96
5355	83.79
5360	83.64
5365	83.42
5370	83.21
5375	83.08
5380	82.95
5385	82.69
5390	82.5
5395	82.4
5400	82.11
5405	81.83
5410	81.65
5415	81.4
5420	81.16
5425	80.87
5430	80.61
5435	80.4
5440	80.07
5445	79.82
5450	79.51
5455	79.19
5460	78.93
5465	78.64
5470	78.35
5475	78.02
5480	77.66
5485	77.33
5490	76.95
5495	76.63
5500	76.28
5505	75.93
5510	75.56
5515	75.16
5520	74.76
5525	74.45
5530	74.03
5535	73.62
5540	73.24
5545	72.81
5550	72.41
5555	72
5560	71.56
5565	71.08
5570	70.65
5575	70.23
5580	69.76
5585	69.29
5590	68.82
5595	68.35
5600	67.88
5605	67.42
5610	66.9
5615	66.42
5620	65.94
5625	65.45
5630	64.93
5635	64.43
5640	63.9
5645	63.38
5650	62.79
5655	62.22
5660	61.67
5665	61.19
5670	60.65
5675	60.08
5680	59.52
5685	59.02
5690	58.5
5695	57.8
5700	57.21
5705	56.65
5710	56.06
5715	55.52
5720	54.87
5725	54.29
5730	53.72
5735	53.12
5740	52.47
5745	51.88
5750	51.28
5755	50.68
5760	50.08
5765	49.47
5770	48.87
5775	48.25
5780	47.62
5785	47.01
5790	46.38
5795	45.77
5800	45.16
5805	44.54
5810	43.93
5815	43.31
5820	42.68
5825	42.06
5830	41.43
5835	40.82
5840	40.24
5845	39.6
5850	38.97
5855	38.37
5860	37.8
5865	37.19
5870	36.53
5875	35.91
5880	35.32
5885	34.71
5890	34.12
5895	33.55
5900	32.94
5905	32.34
5910	31.74
5915	31.18
5920	30.6
5925	30.04
5930	29.45
5935	28.88
5940	28.31
5945	27.73
5950	27.18
5955	26.64
5960	26.1
5965	25.53
5970	25.01
5975	24.48
5980	23.94
5985	23.41
5990	22.89
5995	22.38
6000	21.88
6005	21.39
6010	20.9
6015	20.42
6020	19.93
6025	19.45
6030	18.98
6035	18.51
6040	18.05
6045	17.62
6050	17.17
6055	16.73
6060	16.31
6065	15.88
6070	15.46
6075	15.05
6080	14.65
6085	14.24
6090	13.85
6095	13.47
6100	13.1
6105	12.72
6110	12.36
6115	12
6120	11.67
6125	11.32
6130	10.98
6135	10.66
6140	10.33
6145	10.03
6150	9.71
6155	9.412
6160	9.12
6165	8.822
6170	8.54
6175	8.267
6180	8
6185	7.731
6190	7.473
6195	7.222
6200	6.976
6205	6.739
6210	6.51
6215	6.292
6220	6.07
6225	5.859
6230	5.65
6235	5.453
6240	5.251
6245	5.061
6250	4.87
6255	4.687
6260	4.514
6265	4.345
6270	4.177
6275	4.018
6280	3.861
6285	3.71
6290	3.564
6295	3.426
6300	3.283
6305	3.155
6310	3.03
6315	2.904
6320	2.777
6325	2.664
6330	2.553
6335	2.446
6340	2.341
6345	2.24
6350	2.143
6355	2.052
6360	1.959
6365	1.872
6370	1.792
6375	1.712
6380	1.634
6385	1.555
6390	1.489
6395	1.419
6400	1.354
6405	1.291
6410	1.227
6415	1.171
6420	1.116
6425	1.059
6430	1.006
6435	0.9695
6440	0.9223
6445	0.8777
6450	0.8341
6455	0.7927
6460	0.7535
6465	0.7134
6470	0.6772
6475	0.6428
6480	0.6092
6485	0.5768
6490	0.5467
6495	0.5186
6500	0.4905
6505	0.464
6510	0.4406
6515	0.4156
6520	0.3925
6525	0.3712
6530	0.3511
6535	0.3306
6540	0.3138
6545	0.2952
6550	0.2785
6555	0.2619
6560	0.2471
6565	0.2335
6570	0.22
6575	0.2071
6580	0.1943
6585	0.1832
6590	0.1722
6595	0.1619
6600	0.1523
6605	0.1435
6610	0.1344
6615	0.1262
6620	0.1183
6625	0.111
6630	0.1041
6635	0.09783
6640	0.09189
6645	0.08611
6650	0.08079
6655	0.07527
6660	0.07044
6665	0.0659
6670	0.0614
6675	0.05785
6680	0.0544
