SIRIUSJ   IRSF_Sirius.J.dat  VegaB=0.0   J filter on IRSF+SIRIUS taken from SVO (assuming VegaB=0.0)
SIRIUSH   IRSF_Sirius.H.dat  VegaB=0.0   H filter on IRSF+SIRIUS taken from SVO (assuming VegaB=0.0)
SIRIUSK   IRSF_Sirius.K.dat  VegaB=0.0   K filter on IRSF+SIRIUS taken from SVO (assuming VegaB=0.0)
