 499.250	 0.000316136	
 501.247	 0.000260360	
 503.244	-0.000128469	
 505.241	-0.000351900	
 507.238	-0.000799332	
 509.235	-0.000469541	
 511.232	 0.000030400	
 513.229	-0.000476994	
 515.226	 0.000643893	
 517.223	 0.000190231	
 519.220	 0.000300641	
 521.217	-0.000673416	
 523.214	 0.000236332	
 525.211	-0.000172790	
 527.208	-0.000587855	
 529.205	-0.000066500	
 531.202	-0.000186782	
 533.199	 0.000928725	
 535.196	 0.000643825	
 537.193	-0.000683178	
 539.190	 0.000752687	
 541.187	-0.000141581	
 543.184	-0.000048600	
 545.181	-0.000196659	
 547.178	 0.000050700	
 549.175	 0.001173963	
 551.172	-0.000195399	
 553.169	-0.000069400	
 555.166	-0.000190713	
 557.163	 0.000864661	
 559.160	 0.000372414	
 561.157	 0.000497782	
 563.154	 0.000928270	
 565.151	 0.000233986	
 567.148	-0.000639999	
 569.145	-0.000283623	
 571.142	-0.000094100	
 573.139	-0.000586950	
 575.136	-0.000551611	
 577.133	 0.000484232	
 579.130	-0.000245714	
 581.127	-0.000457911	
 583.124	-0.000402838	
 585.121	-0.000196565	
 587.118	 0.000575045	
 589.115	 0.000356699	
 591.112	-0.000162977	
 593.109	 0.000487488	
 595.106	 0.000424894	
 597.103	-0.000070200	
 599.100	 0.000133691	
 601.097	 0.000272995	
 603.094	-0.001470818	
 605.091	 0.001108974	
 607.088	-0.000024300	
 609.085	 0.000670366	
 611.082	 0.000798178	
 613.079	 0.000094800	
 615.076	-0.000240274	
 617.073	 0.000480886	
 619.070	-0.000070100	
 621.067	 0.000002140	
 623.064	 0.000274725	
 625.061	 0.000123421	
 627.058	 0.000140157	
 629.055	 0.000203481	
 631.052	 0.000484351	
 633.049	-0.000219250	
 635.046	-0.000235731	
 637.043	 0.000828182	
 639.040	-0.000783772	
 641.037	 0.000204110	
 643.034	-0.000078100	
 645.031	 0.000205105	
 647.028	 0.000781830	
 649.025	 0.000551312	
 651.022	-0.000006140	
 653.019	 0.000213328	
 655.016	 0.000728326	
 657.013	 0.000433919	
 659.010	-0.000012600	
 661.007	-0.000304492	
 663.004	 0.000092500	
 665.001	 0.000267081	
 666.998	 0.000265722	
 668.995	-0.000255301	
 670.992	-0.000194299	
 672.989	 0.000274045	
 674.986	-0.000757032	
 676.983	 0.000615441	
 678.980	-0.000132949	
 680.977	 0.000024200	
 682.974	 0.000155209	
 684.971	-0.000213219	
 686.968	 0.000621693	
 688.965	 0.000617298	
 690.962	 0.000682622	
 692.959	 0.000386824	
 694.956	 0.000143409	
 696.953	 0.000336059	
 698.950	-0.000598999	
 700.947	-0.000085900	
 702.944	 0.000322609	
 704.941	-0.000341662	
 706.938	 0.001212436	
 708.935	-0.000110650	
 710.932	-0.000079900	
 712.929	 0.000123577	
 714.926	 0.000508929	
 716.923	-0.000027000	
 718.920	-0.000566372	
 720.917	 0.000797622	
 722.914	 0.000807243	
 724.911	 0.000270804	
 726.908	-0.000328388	
 728.905	-0.000189982	
 730.902	-0.000082600	
 732.899	-0.000554037	
 734.896	 0.000070700	
 736.893	-0.000777766	
 738.890	 0.000871606	
 740.887	 0.000327243	
 742.884	 0.000329702	
 744.881	-0.000272863	
 746.878	 0.000119459	
 748.875	-0.000379249	
 750.872	-0.000551625	
 752.869	 0.001537527	
 754.866	 0.000568838	
 756.863	 0.000266311	
 758.860	 0.000327974	
 760.857	 0.000820906	
 762.854	-0.000332997	
 764.851	 0.000124152	
 766.848	-0.000010700	
 768.845	-0.000605079	
 770.842	 0.000204768	
 772.839	 0.000454083	
 774.836	 0.000242434	
 776.833	-0.000204238	
 778.830	-0.000247935	
 780.827	-0.000854400	
 782.824	 0.000574673	
 784.821	-0.000718371	
 786.818	 0.000398612	
 788.815	 0.000185682	
 790.812	 0.000832458	
 792.809	 0.000572977	
 794.806	 0.000491412	
 796.803	 0.000337268	
 798.800	-0.008528445	
 800.797	-0.002495392	
 802.794	-0.012298117	
 804.791	-0.007446869	
 806.788	-0.009345386	
 808.785	-0.013693918	
 810.782	-0.005044457	
 812.779	-0.007646949	
 814.776	-0.007680689	
 816.773	-0.011227657	
 818.770	-0.008197657	
 820.767	-0.005153562	
 822.764	-0.007609313	
 824.761	-0.006579596	
 826.758	-0.008216468	
 828.755	-0.009981208	
 830.752	-0.008904576	
 832.749	-0.006496884	
 834.746	-0.016276324	
 836.743	-0.010371663	
 838.740	-0.015296637	
 840.737	 0.001597175	
 842.734	-0.005132424	
 844.731	-0.007980574	
 846.728	-0.007000294	
 848.725	-0.010656402	
 850.722	-0.008772214	
 852.719	-0.011496387	
 854.716	-0.007403741	
 856.713	-0.008362119	
 858.710	-0.008097814	
