11412.500000 0.004281
11420.800000 0.005993
11429.200000 0.005137
11437.500000 0.004281
11445.800000 0.005422
11454.200000 0.010274
11462.500000 0.011986
11470.800000 0.014555
11479.200000 0.017123
11487.500000 0.020548
11495.800000 0.024829
11504.200000 0.028253
11512.500000 0.032534
11520.800000 0.036815
11529.200000 0.042808
11537.500000 0.052226
11545.800000 0.062500
11554.200000 0.074486
11562.500000 0.089041
11570.800000 0.104452
11579.200000 0.122509
11587.500000 0.149050
11595.800000 0.180651
11604.200000 0.216610
11612.500000 0.263699
11620.800000 0.314127
11629.200000 0.371490
11637.500000 0.437500
11645.800000 0.503425
11654.200000 0.574486
11662.500000 0.647260
11670.800000 0.707192
11679.200000 0.755993
11687.500000 0.793664
11695.800000 0.819349
11704.200000 0.837329
11712.500000 0.845890
11720.800000 0.848459
11729.200000 0.845890
11737.500000 0.839897
11745.800000 0.833048
11754.200000 0.827911
11762.500000 0.823630
11770.800000 0.820205
11779.200000 0.819349
11787.500000 0.820205
11795.800000 0.822774
11804.200000 0.825342
11812.500000 0.829623
11820.800000 0.835616
11829.200000 0.840753
11837.500000 0.845890
11845.800000 0.851027
11854.200000 0.855308
11862.500000 0.859589
11870.800000 0.863870
11879.200000 0.866438
11887.500000 0.867295
11895.800000 0.868151
11904.200000 0.869863
11912.500000 0.870719
11920.800000 0.870719
11929.200000 0.869863
11937.500000 0.868151
11945.800000 0.866438
11954.200000 0.865582
11962.500000 0.865582
11970.800000 0.865582
11979.200000 0.864726
11987.500000 0.863870
11995.800000 0.864726
12004.200000 0.865582
12012.500000 0.866438
12020.800000 0.867295
12029.200000 0.867295
12037.500000 0.867295
12045.800000 0.868151
12054.200000 0.869007
12062.500000 0.869007
12070.800000 0.869007
12079.200000 0.868151
12087.500000 0.866438
12095.800000 0.865582
12104.200000 0.864726
12112.500000 0.863014
12120.800000 0.860445
12129.200000 0.857021
12137.500000 0.853596
12145.800000 0.850171
12154.200000 0.845890
12162.500000 0.840753
12170.800000 0.836473
12179.200000 0.832192
12187.500000 0.827911
12195.800000 0.822774
12204.200000 0.816781
12212.500000 0.812500
12220.800000 0.808219
12229.200000 0.804795
12237.500000 0.802226
12245.800000 0.800514
12254.200000 0.799229
12262.500000 0.797089
12270.800000 0.795377
12279.200000 0.794949
12287.500000 0.796233
12295.800000 0.796233
12304.200000 0.797089
12312.500000 0.798801
12320.800000 0.802226
12329.200000 0.805651
12337.500000 0.809075
12345.800000 0.813356
12354.200000 0.819349
12362.500000 0.825342
12370.800000 0.830479
12379.200000 0.836473
12387.500000 0.842466
12395.800000 0.849315
12404.200000 0.857021
12412.500000 0.863014
12420.800000 0.868151
12429.200000 0.874144
12437.500000 0.880137
12445.800000 0.885274
12454.200000 0.891267
12462.500000 0.896404
12470.800000 0.899829
12479.200000 0.903253
12487.500000 0.906678
12495.800000 0.910959
12504.200000 0.915240
12512.500000 0.916952
12520.800000 0.917808
12529.200000 0.918664
12537.500000 0.919521
12545.800000 0.922089
12554.200000 0.924658
12562.500000 0.925514
12570.800000 0.925514
12579.200000 0.926370
12587.500000 0.927226
12595.800000 0.928938
12604.200000 0.931507
12612.500000 0.932363
12620.800000 0.932363
12629.200000 0.932363
12637.500000 0.932363
12645.800000 0.933219
12654.200000 0.933219
12662.500000 0.931507
12670.800000 0.929795
12679.200000 0.928082
12687.500000 0.927226
12695.800000 0.927226
12704.200000 0.925514
12712.500000 0.922089
12720.800000 0.920377
12729.200000 0.918664
12737.500000 0.916096
12745.800000 0.914384
12754.200000 0.911815
12762.500000 0.906678
12770.800000 0.903253
12779.200000 0.901541
12787.500000 0.898973
12795.800000 0.897260
12804.200000 0.896404
12812.500000 0.894692
12820.800000 0.892123
12829.200000 0.891267
12837.500000 0.891267
12845.800000 0.891267
12854.200000 0.891267
12862.500000 0.892123
12870.800000 0.893836
12879.200000 0.895548
12887.500000 0.898116
12895.800000 0.900685
12904.200000 0.902397
12912.500000 0.904966
12920.800000 0.908390
12929.200000 0.910103
12937.500000 0.911815
12945.800000 0.914384
12954.200000 0.916096
12962.500000 0.916952
12970.800000 0.916952
12979.200000 0.916952
12987.500000 0.914384
12995.800000 0.911815
13004.200000 0.908390
13012.500000 0.903253
13020.800000 0.898116
13029.200000 0.891267
13037.500000 0.883562
13045.800000 0.875000
13054.200000 0.866438
13062.500000 0.856164
13070.800000 0.845034
13079.200000 0.833904
13087.500000 0.824486
13095.800000 0.816781
13104.200000 0.808219
13112.500000 0.801370
13120.800000 0.795377
13129.200000 0.790240
13137.500000 0.787671
13145.800000 0.786815
13154.200000 0.788527
13162.500000 0.791952
13170.800000 0.795377
13179.200000 0.798801
13187.500000 0.800514
13195.800000 0.797945
13204.200000 0.789384
13212.500000 0.775685
13220.800000 0.752569
13229.200000 0.719178
13237.500000 0.677226
13245.800000 0.622431
13254.200000 0.564212
13262.500000 0.502569
13270.800000 0.433219
13279.200000 0.369528
13287.500000 0.313877
13295.800000 0.263699
13304.200000 0.220034
13312.500000 0.180651
13320.800000 0.147260
13329.200000 0.122432
13337.500000 0.101027
13345.800000 0.083904
13354.200000 0.070206
13362.500000 0.057363
13370.800000 0.047945
13379.200000 0.039384
13387.500000 0.033390
13395.800000 0.029110
13404.200000 0.024829
13412.500000 0.021404
13420.800000 0.017979
13429.200000 0.015411
13437.500000 0.013699
13445.800000 0.011986
13454.200000 0.010702
13462.500000 0.009418
13470.800000 0.007705
13479.200000 0.005565
13487.500000 0.005137
