ISAACJ   Paranal_ISAAC.Js.dat  VegaB=0.0   Js filter on VLT+ISAAC taken from SVO (assuming VegaB=0.0)
ISAACH   Paranal_ISAAC.H.dat  VegaB=0.0   H filter on VLT+ISAAC taken from SVO (assuming VegaB=0.0)
ISAACKs   Paranal_ISAAC.Ks.dat  VegaB=0.0   Ks filter on VLT+ISAAC taken from SVO (assuming VegaB=0.0)
