NSFCamJ   IRTF_NSFCam.J.dat  VegaB=0.0   J filter on IRTD+NSFCam taken from SVO (assuming VegaB=0.0)
NSFCamH   IRTF_NSFCam.H.dat  VegaB=0.0   H filter on IRTD+NSFCam taken from SVO (assuming VegaB=0.0)
NSFCamKs   IRTF_NSFCam.Ks.dat  VegaB=0.0   Ks filter on IRTD+NSFCam taken from SVO (assuming VegaB=0.0)
