TIRSPECJ   HCT_TIRSPEC.J.dat  VegaB=0.0   J filter on HCT+TIRSPEC taken from SVO (assuming VegaB=0.0)
TIRSPECH   HCT_TIRSPEC.H.dat  VegaB=0.0   H filter on HCT+TIRSPEC taken from SVO (assuming VegaB=0.0)
TIRSPECKs   HCT_TIRSPEC.Kshort.dat  VegaB=0.0   Ks filter on HCT+TIRSPEC taken from SVO (assuming VegaB=0.0)
