J 2MASS_PAIRITEL_J.dat  VegaJ=-0.025+/-0.005  J-band for PAIRITEL/2MASS at FLWO (Vega ZP from Appelaniz & Gonzales 2018)
H 2MASS_PAIRITEL_H.dat  VegaH=0.004+/-0.005   H-band for PAIRITEL/2MASS at FLWO (Vega ZP from Appelaniz & Gonzales 2018)
K 2MASS_PAIRITEL_Ks.dat VegaKs=-0.015+/-0.005 Ks-band for PAIRITEL/2MASS at FLWO (Vega ZP in mag from Appelaniz & Gonzales 2018)
