  18000   0.0003
  18010   0.0004
  18020   0.0004
  18030   0.0004
  18040   0.0004
  18050   0.0004
  18060   0.0004
  18070   0.0005
  18080   0.0005
  18090  -0.0001
  18100   0.0002
  18110   0.0003
  18120   0.0009
  18130   0.0010
  18140   0.0007
  18150   0.0006
  18160   0.0005
  18170   0.0006
  18180   0.0006
  18190   0.0006
  18200   0.0006
  18210   0.0007
  18220   0.0007
  18230   0.0007
  18240   0.0006
  18250   0.0006
  18260   0.0007
  18270   0.0007
  18280   0.0007
  18290   0.0008
  18300   0.0008
  18310   0.0008
  18320   0.0008
  18330   0.0008
  18340   0.0008
  18350   0.0008
  18360   0.0009
  18370   0.0009
  18380   0.0009
  18390   0.0009
  18400   0.0009
  18410   0.0009
  18420   0.0009
  18430   0.0009
  18440   0.0009
  18450   0.0010
  18460   0.0010
  18470   0.0010
  18480   0.0010
  18490   0.0011
  18500   0.0012
  18510   0.0012
  18520   0.0012
  18530   0.0012
  18540   0.0012
  18550   0.0013
  18560   0.0014
  18570   0.0014
  18580   0.0014
  18590   0.0014
  18600   0.0014
  18610   0.0015
  18620   0.0015
  18630   0.0015
  18640   0.0016
  18650   0.0017
  18660   0.0017
  18670   0.0018
  18680   0.0018
  18690   0.0019
  18700   0.0020
  18710   0.0021
  18720   0.0022
  18730   0.0023
  18740   0.0024
  18750   0.0024
  18760   0.0025
  18770   0.0026
  18780   0.0027
  18790   0.0028
  18800   0.0029
  18810   0.0030
  18820   0.0032
  18830   0.0033
  18840   0.0034
  18850   0.0036
  18860   0.0037
  18870   0.0039
  18880   0.0041
  18890   0.0043
  18900   0.0045
  18910   0.0047
  18920   0.0050
  18930   0.0053
  18940   0.0055
  18950   0.0058
  18960   0.0061
  18970   0.0065
  18980   0.0069
  18990   0.0076
  19000   0.0082
  19010   0.0087
  19020   0.0089
  19030   0.0092
  19040   0.0097
  19050   0.0103
  19060   0.0111
  19070   0.0121
  19080   0.0133
  19090   0.0144
  19100   0.0155
  19110   0.0164
  19120   0.0174
  19130   0.0185
  19140   0.0196
  19150   0.0209
  19160   0.0222
  19170   0.0236
  19180   0.0253
  19190   0.0272
  19200   0.0292
  19210   0.0315
  19220   0.0339
  19230   0.0366
  19240   0.0396
  19250   0.0430
  19260   0.0468
  19270   0.0509
  19280   0.0553
  19290   0.0606
  19300   0.0669
  19310   0.0742
  19320   0.0821
  19330   0.0907
  19340   0.1005
  19350   0.1115
  19360   0.1241
  19370   0.1381
  19380   0.1539
  19390   0.1713
  19400   0.1908
  19410   0.2124
  19420   0.2364
  19430   0.2627
  19440   0.2912
  19450   0.3219
  19460   0.3546
  19470   0.3892
  19480   0.4259
  19490   0.4635
  19500   0.5019
  19510   0.5406
  19520   0.5788
  19530   0.6161
  19540   0.6523
  19550   0.6868
  19560   0.7188
  19570   0.7483
  19580   0.7751
  19590   0.7992
  19600   0.8203
  19610   0.8386
  19620   0.8545
  19630   0.8681
  19640   0.8795
  19650   0.8889
  19660   0.8965
  19670   0.9029
  19680   0.9082
  19690   0.9127
  19700   0.9162
  19710   0.9191
  19720   0.9217
  19730   0.9239
  19740   0.9259
  19750   0.9274
  19760   0.9288
  19770   0.9302
  19780   0.9315
  19790   0.9328
  19800   0.9337
  19810   0.9345
  19820   0.9353
  19830   0.9360
  19840   0.9367
  19850   0.9372
  19860   0.9375
  19870   0.9378
  19880   0.9380
  19890   0.9382
  19900   0.9382
  19910   0.9381
  19920   0.9380
  19930   0.9377
  19940   0.9373
  19950   0.9368
  19960   0.9360
  19970   0.9353
  19980   0.9345
  19990   0.9337
  20000   0.9328
  20010   0.9318
  20020   0.9306
  20030   0.9293
  20040   0.9283
  20050   0.9271
  20060   0.9261
  20070   0.9249
  20080   0.9237
  20090   0.9227
  20100   0.9215
  20110   0.9202
  20120   0.9188
  20130   0.9178
  20140   0.9169
