TNG_J 	TNG_NICS.J.dat 	VegaB=0.0 	TNG-NICS
TNG_H 	TNG_NICS.H.dat 	VegaB=0.0 	TNG-NICS
TNG_K 	TNG_NICS.K.dat 	VegaB=0.0 	TNG-NICS
